product_id,product_name,category,brand,price_zar,cost_zar,margin_pct,weight_kg,anomaly_raw
LIB-02082931,Premium Hot Chocolate 250ml,Beverages,Rialto,180.5,137.18,24.0,3.665,-0.03637487857460142
LIB-03999820,Gourmet Hot Chocolate 125g,Beverages,Chamonix,250.48,171.72,31.44,2.608,-0.03632600026514876
LIB-01672009,Traditional Soy Sauce 500g,Wet condiments,Maille,199.74,137.06,31.38,3.117,-0.03632600026514876
LIB-02279599,Everyday Orange Marmalade 750g,Spreads,Bonne Maman,235.0,164.24,30.11,2.709,-0.03632600026514876
LIB-01699728,Everyday Beef Burger Patties 400g,Value-added Meats,Finlar Fine Foods,256.91,173.51,32.46,2.952,-0.03632600026514876
LIB-00765353,Organic Apricot Jam 500ml,Spreads,Bonne Maman,234.86,158.86,32.36,2.863,-0.03632600026514876
LIB-00307984,GOURMET CHICKEN NUGGETS 125G,Value-added Meats,Finlar Fine Foods,210.88,166.69,20.96,1.623,-0.03631916838150506
LIB-02980483,Premium Green Tea 400g,Beverages,Khoisan Gourmet,242.7,191.81,20.97,1.614,-0.03631916838150506
LIB-02096932,Select Peri-Peri Chicken Strips 250g,Value-added Meats,Finlar Fine Foods,215.33,170.18,20.97,1.949,-0.03630190323495086
LIB-02905475,Organic Iced Tea Concentrate 1L,Beverages,Khoisan Gourmet,214.91,170.24,20.79,1.812,-0.03630190323495086
LIB-01489095,Classic Apricot Jam 500ml,Spreads,Bonne Maman,205.44,110.36,46.28,3.133,-0.03629223499810641
LIB-00808442,Gourmet Green Tea 750g,Beverages,Rialto,267.7,160.49,40.05,2.777,-0.036275811260186086
LIB-04718175,Traditional White Wine Vinegar 500g,Wet condiments,Kikkoman,200.53,122.34,38.99,3.578,-0.036121039364375496
LIB-00899112,Select Crumbed Chicken Schnitzel 1kg,Value-added Meats,Finlar Fine Foods,235.6,156.6,33.53,2.843,-0.036099400511774626
LIB-03026352,Premium Peri-Peri Chicken Strips 750ml,Value-added Meats,Finlar Fine Foods,332.09,215.36,35.15,2.901,-0.036099400511774626
LIB-00375704,Gourmet Crumbed Chicken Schnitzel 250ml,Value-added Meats,Finlar Fine Foods,174.72,119.59,31.55,4.423,-0.036046549839923614
LIB-04241623,Select Couscous 500g,Meal ingredients,Goldcrest,172.79,119.77,30.68,4.678,-0.036046549839923614
LIB-02660717,Family Pack Crumbed Chicken Schnitzel 500ml,Value-added Meats,Finlar Fine Foods,204.77,117.96,42.39,3.442,-0.035961532601224144
LIB-03697948,Everyday Pasta Shells 250ml,Meal ingredients,Goldcrest,185.6,108.11,41.75,4.707,-0.035961532601224144
LIB-02546993,CLASSIC HOT CHOCOLATE 500G,Beverages,Khoisan Gourmet,202.19,117.18,42.04,3.474,-0.035961532601224144
LIB-03138303,Select Strawberry Preserve 500g,Spreads,Dickon Hall Foods,193.86,123.28,36.41,3.936,-0.03592094308138705
LIB-00043786,Gourmet Beef Burger Patties 250g,Value-added Meats,Finlar Fine Foods,229.79,181.52,21.01,1.977,-0.0359152661514589
LIB-04769724,Premium Instant Cappuccino 400g,Beverages,Khoisan Gourmet,200.09,145.37,27.35,2.977,-0.03588705955629956
LIB-00072918,Everyday Soy Sauce 500ml,Wet condiments,Cecil Vinegar,165.95,130.04,21.64,3.411,-0.03588705955629956
LIB-04290723,Select Fynbos Honey 500ml,Spreads,Bonne Maman,200.69,151.74,24.39,3.058,-0.03588705955629956
LIB-04835755,Classic Apricot Jam 500g,Spreads,Goldcrest,177.08,138.86,21.58,2.967,-0.03588705955629956
LIB-04160518,Select Pasta Shells 250g,Meal ingredients,Goldcrest,186.99,144.04,22.97,2.966,-0.03588705955629956
LIB-00934606,Organic Hot Chocolate 500g,Beverages,Chamonix,190.84,143.25,24.94,3.342,-0.03588705955629956
LIB-01101962,Premium Instant Cappuccino 750ml,Beverages,Chamonix,185.06,133.98,27.6,3.558,-0.03588705955629956
LIB-00169725,Gourmet Strawberry Preserve 125g,Spreads,Goldcrest,180.06,138.65,23.0,3.13,-0.03588705955629956
LIB-00690186,Family Pack Mac & Cheese Meal 125g,Convenience Meals,Millennium Foods,170.49,128.03,24.9,4.38,-0.03588705955629956
LIB-04190537,Organic Rooibos Tea 750g,Beverages,Rialto,204.79,147.48,27.98,2.931,-0.03588705955629956
LIB-04930058,Organic Orange Marmalade 1kg,Spreads,Goldcrest,189.47,147.16,22.33,2.814,-0.03588705955629956
LIB-02068460,Select Dried Mango Strips 400g,Snacking,Montagu Foods,166.72,131.02,21.41,3.56,-0.03588705955629956
LIB-00102176,Classic Iced Tea Concentrate 750ml,Beverages,Khoisan Gourmet,182.49,134.45,26.32,3.701,-0.03588705955629956
LIB-01280740,Gourmet Cordon Bleu 1L,Value-added Meats,Retailer Brands,207.42,153.61,25.94,2.791,-0.03588705955629956
LIB-03788594,Gourmet Hot Chocolate 500g,Meal ingredients,Rialto,199.86,151.55,24.17,2.981,-0.03588705955629956
LIB-04737893,Family Pack Strawberry Preserve 125g,Spreads,Goldcrest,189.86,136.16,28.28,3.455,-0.03588705955629956
LIB-00893726,Traditional Fynbos Honey 125g,Spreads,Dickon Hall Foods,244.16,174.59,28.49,2.69,-0.03588705955629956
LIB-01109070,Premium Crumbed Chicken Schnitzel 1kg,Value-added Meats,Finlar Fine Foods,181.63,139.76,23.05,3.118,-0.03588705955629956
LIB-03885074,EVERYDAY ORANGE MARMALADE 125G,Spreads,Bonne Maman,186.1,148.71,20.09,2.31,-0.03588498075286817
LIB-02933360,Family Pack Chocolate Spread 250g,Spreads,Goldcrest,192.49,153.45,20.28,2.161,-0.03587892510464452
LIB-02500222,Everyday Cordon Bleu 500ml,Value-added Meats,Finlar Fine Foods,210.45,156.37,25.7,2.59,-0.035875519534018574
LIB-01184941,Classic Hot Chocolate 2kg,Beverages,Chamonix,220.78,169.03,23.44,2.368,-0.035875519534018574
LIB-03452077,Everyday Orange Marmalade 1L,Spreads,Bonne Maman,217.39,164.73,24.22,2.534,-0.035875519534018574
LIB-02641878,Everyday Chocolate Spread 2kg,Spreads,Bonne Maman,211.41,144.67,31.57,3.01,-0.03583821430605716
LIB-00837402,Organic Iced Tea Concentrate 750ml,Beverages,Chamonix,212.47,147.73,30.47,3.011,-0.03583821430605716
LIB-00965421,Gourmet Rooibos Tea 750ml,Beverages,Rialto,206.49,140.64,31.89,3.088,-0.03583821430605716
LIB-00529593,Everyday Beef Burger Patties 250g,Value-added Meats,Finlar Fine Foods,216.12,110.83,48.72,2.952,-0.035804471876405786
LIB-04490280,Family Pack Mayonnaise 1L,Wet condiments,Kikkoman,223.38,119.06,46.7,2.87,-0.035804471876405786
LIB-01802112,Gourmet Green Tea 1L,Beverages,Khoisan Gourmet,184.85,99.64,46.1,4.054,-0.03579293317643506
LIB-02500043,Organic Olive Oil Blend 750ml,Meal ingredients,Montagu Foods,180.77,98.43,45.55,4.379,-0.03579293317643506
LIB-04189170,Organic Strawberry Preserve 400g,Spreads,Dickon Hall Foods,189.62,122.19,35.56,4.358,-0.03579124601952144
LIB-03324163,Family Pack Risotto Rice 750g,Meal ingredients,Montagu Foods,164.76,130.77,20.63,2.742,-0.035717583228113026
LIB-01954051,Traditional Green Tea 500g,Beverages,Rialto,197.91,124.87,36.91,3.651,-0.03563339203212268
LIB-01974757,Everyday Green Tea 1kg,Beverages,Rialto,197.96,123.96,37.38,3.759,-0.03563339203212268
LIB-03036034,Family Pack Fynbos Honey 500g,Spreads,Bonne Maman,192.54,129.62,32.68,3.584,-0.0356312641786416
LIB-00155404,Organic Hot Chocolate 2kg,Beverages,Rialto,196.44,156.47,20.35,1.574,-0.03560494269740089
LIB-04875776,Traditional Instant Cappuccino 2kg,Beverages,Khoisan Gourmet,197.26,156.49,20.67,1.845,-0.035587694649301005
LIB-04685739,Gourmet Mac & Cheese Meal 750ml,Convenience Meals,Finlar Fine Foods,209.0,123.94,40.7,3.485,-0.035473993152564054
LIB-03010767,Select Sweet Chilli Sauce 1kg,Wet condiments,Tabasco,196.19,115.32,41.22,3.572,-0.035473993152564054
LIB-00031927,Traditional Apricot Jam 250ml,Spreads,Dickon Hall Foods,183.96,141.83,22.9,3.024,-0.035399570478040654
LIB-00573055,premium green tea 1kg,Beverages,Chamonix,198.68,155.67,21.65,2.373,-0.035399570478040654
LIB-00642680,Everyday Green Tea 400g,Beverages,Chamonix,184.64,138.18,25.16,3.44,-0.035399570478040654
LIB-01186783,Select Coconut Milk 125g,Meal ingredients,Cape Foods,195.11,139.32,28.59,3.13,-0.035399570478040654
LIB-02028134,Family Pack White Wine Vinegar 500ml,Wet condiments,Maille,201.09,152.27,24.28,2.899,-0.035399570478040654
LIB-01496637,Premium Couscous 750g,Snacking,Montagu Foods,169.75,132.83,21.75,3.383,-0.035399570478040654
LIB-00511022,Traditional Masala Blend 1L,Dry condiments,Cape Foods,165.34,128.77,22.12,3.672,-0.035399570478040654
LIB-01371716,TRADITIONAL TOMATO PASTE 125G,Meal ingredients,Cape Foods,178.19,129.37,27.4,3.841,-0.035399570478040654
LIB-00477184,Traditional Pasta Shells 500g,Meal ingredients,Cape Foods,170.84,129.46,24.22,4.199,-0.035399570478040654
LIB-00236021,Premium Chocolate Spread 500g,Spreads,Cape Coastal Honey,205.05,161.68,21.15,2.139,-0.035399570478040654
LIB-03348999,Gourmet Chicken Nuggets 500g,Value-added Meats,Finlar Fine Foods,275.18,207.81,24.48,2.603,-0.03538803826094017
LIB-01866906,Gourmet Chocolate Spread 400g,Spreads,Bonne Maman,274.28,191.65,30.13,2.614,-0.03535075826464873
LIB-00199617,Everyday Instant Cappuccino 125g,Beverages,Rialto,187.78,133.3,29.01,3.384,-0.03535075826464873
LIB-00733980,Classic Green Tea 125g,Beverages,Rialto,247.95,172.08,30.6,2.595,-0.03535075826464873
LIB-02857213,Select Instant Cappuccino 250g,Beverages,Rialto,245.66,169.01,31.2,2.528,-0.03535075826464873
LIB-04646882,Organic Instant Cappuccino 500g,Beverages,Chamonix,279.03,192.62,30.97,2.53,-0.03535075826464873
LIB-01433520,Premium Cordon Bleu 750ml,Value-added Meats,Finlar Fine Foods,242.36,166.15,31.44,2.563,-0.03535075826464873
LIB-00040116,Premium Peri-Peri Chicken Strips 400g,Value-added Meats,Finlar Fine Foods,228.52,156.92,31.33,2.533,-0.03535075826464873
LIB-00478627,Premium White Wine Vinegar 750ml,Wet condiments,Tabasco,202.68,137.59,32.11,3.14,-0.03535075826464873
LIB-04065776,Select Orange Marmalade 125g,Spreads,Cape Coastal Honey,204.43,141.37,30.85,3.031,-0.03535075826464873
LIB-02958169,Select Orange Marmalade 750ml,Spreads,Goldcrest,204.96,162.1,20.91,1.635,-0.03534393561947102
LIB-04539370,Everyday Rooibos Tea 400g,Beverages,Chamonix,212.96,108.1,49.24,2.827,-0.035288494895743816
LIB-02806440,Organic Cottage Pie 125g,Convenience Meals,Finlar Fine Foods,187.63,148.98,20.6,2.338,-0.03523814638965428
LIB-01050807,Traditional Apricot Jam 250ml,Spreads,Retailer Brands,233.38,149.85,35.79,3.093,-0.03512446493249177
LIB-02924569,Premium Fynbos Honey 500ml,Spreads,Bonne Maman,204.74,163.15,20.31,0.861,-0.03501651688966001
LIB-02540632,Premium Crumbed Chicken Schnitzel 2kg,Value-added Meats,Finlar Fine Foods,241.28,139.26,42.28,3.009,-0.03498678345485795
LIB-02223472,Gourmet Veg Curry Meal 2kg,Convenience Meals,Millennium Foods,211.83,125.84,40.59,3.387,-0.03498678345485795
LIB-03271049,Gourmet Instant Cappuccino 2kg,Beverages,Khoisan Gourmet,186.05,126.69,31.91,3.876,-0.034970671512879914
LIB-04016072,Classic Chocolate Spread 750g,Spreads,Bonne Maman,199.95,144.93,27.52,2.86,-0.03491241111666732
LIB-02162353,Gourmet Apricot Jam 2kg,Spreads,Cape Coastal Honey,194.6,148.35,23.77,3.124,-0.03491241111666732
LIB-04233958,Select Salted Almonds 500g,Snacking,Ambassador Foods,181.51,135.35,25.43,3.799,-0.03491241111666732
LIB-04528765,Premium Apricot Jam 400g,Spreads,Bonne Maman,259.83,204.37,21.34,2.116,-0.03491241111666732
LIB-03216858,Organic Chicken Nuggets 125g,Value-added Meats,Finlar Fine Foods,315.6,244.43,22.55,2.259,-0.03491241111666732
LIB-00515086,organic cordon bleu 750g,Value-added Meats,Finlar Fine Foods,197.02,147.2,25.29,3.199,-0.03491241111666732
LIB-03547316,Select Coconut Milk 400g,Meal ingredients,Montagu Foods,193.67,147.53,23.82,3.097,-0.03491241111666732
LIB-04248993,Premium Peri-Peri Chicken Strips 125g,Value-added Meats,Finlar Fine Foods,197.26,147.57,25.19,3.186,-0.03491241111666732
LIB-03689055,Classic Chocolate Spread 250ml,Spreads,Bonne Maman,201.3,146.36,27.29,2.889,-0.03491241111666732
LIB-02420252,Select Lasagne Ready Meal 250ml,Value-added Meats,Finlar Fine Foods,191.24,140.94,26.3,3.238,-0.03491241111666732
LIB-03086082,select risotto rice 750g,Meal ingredients,Rialto,198.87,148.56,25.3,3.178,-0.03491241111666732
LIB-00212963,Traditional Veg Curry Meal 2kg,Dairy,Retailer Brands,189.76,135.4,28.65,3.356,-0.03491241111666732
LIB-03738074,Select Rooibos Tea 500g,Beverages,Chamonix,215.28,165.27,23.23,2.412,-0.034900886699468114
LIB-00520699,Traditional Crumbed Chicken Schnitzel 750ml,Value-added Meats,Finlar Fine Foods,218.01,166.14,23.79,2.506,-0.034900886699468114
LIB-03353164,Organic Strawberry Preserve 125g,Spreads,Cape Coastal Honey,215.1,159.75,25.73,2.571,-0.034900886699468114
LIB-02911417,Family Pack Peri-Peri Chicken Strips 750g,Value-added Meats,Finlar Fine Foods,221.82,150.16,32.31,3.114,-0.03486363191778119
LIB-00511009,Premium Chicken Nuggets 250ml,Value-added Meats,Finlar Fine Foods,223.58,151.91,32.06,3.066,-0.03486363191778119
LIB-03628879,Everyday Rooibos Tea 400g,Beverages,Chamonix,186.41,132.27,29.04,3.423,-0.03486363191778119
LIB-00310201,select fynbos honey 500ml,Spreads,Bonne Maman,203.88,110.14,45.98,3.064,-0.0348299351165835
LIB-02311899,Everyday Coconut Milk 750ml,Meal ingredients,Rialto,188.21,124.99,33.59,3.892,-0.034816727144463266
LIB-00236546,Traditional Butter Chicken Meal 2kg,Convenience Meals,Millennium Foods,184.32,92.59,49.77,3.978,-0.034801410661171595
LIB-01686138,Traditional Strawberry Preserve 500g,Spreads,Dickon Hall Foods,180.92,124.42,31.23,3.981,-0.0345847481342888
LIB-01643525,Classic Crumbed Chicken Schnitzel 250g,Value-added Meats,Finlar Fine Foods,187.23,117.34,37.33,4.072,-0.03455813029218868
LIB-03455347,Organic Lasagne Ready Meal 1kg,Convenience Meals,Finlar Fine Foods,238.64,158.01,33.79,2.741,-0.03453653834666659
LIB-01591349,Everyday Pepper Sauce 250g,Wet condiments,Maille,193.2,110.87,42.61,3.593,-0.03449990328507624
LIB-03075993,Organic Orange Marmalade 250ml,Spreads,Bonne Maman,227.1,130.23,42.66,3.064,-0.03449990328507624
LIB-04959013,Premium Tomato Paste 2kg,Meal ingredients,Cape Foods,193.95,111.23,42.65,3.557,-0.03449990328507624
LIB-04578370,Classic Bobotie Ready Meal 125g,Convenience Meals,Millennium Foods,194.49,140.1,27.97,2.958,-0.034425581249173054
LIB-01083120,Traditional Strawberry Preserve 750g,Spreads,Dickon Hall Foods,176.71,135.78,23.16,3.585,-0.034425581249173054
LIB-02338082,Classic Pepper Sauce 2kg,Wet condiments,Tabasco,181.46,139.49,23.13,3.298,-0.034425581249173054
LIB-04016616,Organic Coconut Milk 750ml,Meal ingredients,Goldcrest,166.92,131.52,21.21,3.313,-0.034425581249173054
LIB-01915215,Select Instant Cappuccino 400g,Beverages,Chamonix,220.82,170.95,22.58,2.195,-0.034425581249173054
LIB-04075069,Family Pack Peri-Peri Rub 400g,Dry condiments,Cape Herb & Spice,194.67,140.99,27.57,3.044,-0.034425581249173054
LIB-01343055,Gourmet Rooibos Tea 500ml,Beverages,Chamonix,192.12,96.41,49.82,3.28,-0.034415578027337634
LIB-00631584,Gourmet Orange Marmalade 2kg,Spreads,Bonne Maman,255.48,139.88,45.25,2.598,-0.03441535028955833
LIB-00156675,Gourmet Hot Chocolate 2kg,Beverages,Khoisan Gourmet,220.85,165.67,24.99,2.533,-0.03441406462659957
LIB-03028769,Everyday Green Tea 500ml,Beverages,Chamonix,210.13,155.16,26.16,2.592,-0.03441406462659957
LIB-01729244,Premium Hot Chocolate 750g,Beverages,Khoisan Gourmet,229.2,175.06,23.62,2.377,-0.03441406462659957
LIB-03813549,Premium Instant Cappuccino 500g,Beverages,Khoisan Gourmet,202.22,143.83,28.87,2.955,-0.03437683504246303
LIB-02106582,Organic Strawberry Preserve 250g,Spreads,Bonne Maman,212.16,149.23,29.66,2.9,-0.03437683504246303
LIB-00244626,Classic Mayonnaise 250g,Wet condiments,Kikkoman,200.26,138.67,30.76,3.03,-0.03437683504246303
LIB-04693123,Organic Hot Chocolate 2kg,Beverages,Rialto,200.85,139.87,30.36,2.982,-0.03437683504246303
LIB-02165516,Organic Cordon Bleu 400g,Value-added Meats,Finlar Fine Foods,312.09,217.56,30.29,2.585,-0.03437683504246303
LIB-03366992,Family Pack Fynbos Honey 400g,Spreads,Bonne Maman,255.04,170.59,33.11,2.861,-0.03437683504246303
LIB-02177730,Premium Green Tea 1kg,Beverages,Rialto,233.21,184.09,21.06,1.74,-0.03437002162325842
LIB-01439141,Classic Peri-Peri Chicken Strips 2kg,Value-added Meats,Finlar Fine Foods,208.26,164.47,21.03,1.858,-0.03435280313898126
LIB-03961438,Traditional Fynbos Honey 1kg,Spreads,Bonne Maman,274.07,141.47,48.38,2.585,-0.0343316457294045
LIB-04108133,Traditional Rooibos Tea 750g,Beverages,Chamonix,219.89,123.06,44.04,2.907,-0.03425622088080482
LIB-02034564,Everyday Iced Tea Concentrate 2kg,Beverages,Rialto,222.63,112.51,49.46,2.777,-0.03421374787227993
LIB-04989614,Premium Lasagne Ready Meal 125g,Convenience Meals,Finlar Fine Foods,191.24,152.13,20.45,2.263,-0.03419220134273182
LIB-02252383,Select Green Tea 1L,Beverages,Rialto,241.01,150.43,37.58,2.915,-0.03410026320981219
LIB-00613673,Classic Hot Chocolate 1kg,Beverages,Khoisan Gourmet,243.06,150.34,38.15,2.827,-0.03410026320981219
LIB-00753528,Gourmet Atlantic Sea Salt Grinder 2kg,Dry condiments,Cape Foods,181.38,128.16,29.34,3.602,-0.03409813988410426
LIB-01825622,Traditional Strawberry Preserve 750g,Spreads,Bonne Maman,227.89,129.1,43.35,2.907,-0.034013352420340315
LIB-02800478,Organic White Wine Vinegar 500g,Wet condiments,Maille,198.84,127.25,36.0,3.633,-0.033944382114518334
LIB-04714852,Classic Orange Marmalade 125g,Spreads,Retailer Brands,170.48,127.47,25.23,4.239,-0.033939080652702125
LIB-04726934,Organic Biltong Snack Pack 500g,Snacking,Montagu Foods,196.56,152.22,22.56,2.762,-0.033939080652702125
LIB-02267918,Gourmet Chicken Nuggets 125g,Value-added Meats,Finlar Fine Foods,200.97,149.42,25.65,2.849,-0.033939080652702125
LIB-01902049,traditional green tea 750g,Dry condiments,Khoisan Gourmet,178.17,140.15,21.34,2.833,-0.033939080652702125
LIB-00026526,Organic Hot Chocolate 250ml,Beverages,Rialto,225.1,176.64,21.53,2.185,-0.033939080652702125
LIB-00024353,Everyday Apricot Jam 250ml,Spreads,Dickon Hall Foods,199.88,143.82,28.05,2.906,-0.033939080652702125
LIB-02107527,Classic Butter Chicken Meal 500g,Convenience Meals,Millennium Foods,167.38,129.26,22.77,3.781,-0.033939080652702125
LIB-00388904,Classic Coconut Milk 400g,Meal ingredients,Goldcrest,164.73,128.11,22.23,3.515,-0.033939080652702125
LIB-01119265,Organic Hot Chocolate 2kg,Beverages,Chamonix,164.84,127.85,22.44,3.377,-0.033939080652702125
LIB-02824799,Traditional Bobotie Ready Meal 500g,Convenience Meals,Finlar Fine Foods,189.45,142.74,24.66,3.322,-0.033939080652702125
LIB-01032280,Premium Apricot Jam 250g,Spreads,Bonne Maman,209.56,162.48,22.47,2.179,-0.033939080652702125
LIB-03787706,Everyday Chocolate Spread 750ml,Spreads,Dickon Hall Foods,177.26,139.1,21.53,2.878,-0.033939080652702125
LIB-03812309,Gourmet Mayonnaise 400g,Wet condiments,Kikkoman,247.52,178.1,28.05,2.586,-0.033939080652702125
LIB-01449669,Classic Chocolate Spread 1kg,Spreads,Bonne Maman,203.7,145.29,28.67,2.859,-0.033939080652702125
LIB-01517973,Traditional Couscous 500ml,Meal ingredients,Goldcrest,205.58,142.5,30.68,2.899,-0.03389036741585383
LIB-03255600,Organic Lasagne Ready Meal 1L,Convenience Meals,Millennium Foods,201.41,142.52,29.24,3.008,-0.03389036741585383
LIB-03878508,Everyday Orange Marmalade 250ml,Spreads,Goldcrest,195.11,137.43,29.56,3.148,-0.03389036741585383
LIB-04045865,Traditional BBQ Spice Blend 750ml,Dry condiments,Cape Foods,282.73,196.69,30.43,2.558,-0.03389036741585383
LIB-01247572,Select Orange Marmalade 2kg,Spreads,Dickon Hall Foods,208.1,147.1,29.31,2.854,-0.03389036741585383
LIB-02783903,Classic Cordon Bleu 500g,Value-added Meats,Finlar Fine Foods,266.64,181.32,32.0,2.631,-0.03389036741585383
LIB-04925567,Gourmet Iced Tea Concentrate 400g,Beverages,Khoisan Gourmet,236.63,161.03,31.95,2.623,-0.03389036741585383
LIB-03744889,Everyday Crumbed Chicken Schnitzel 125g,Value-added Meats,Finlar Fine Foods,201.46,159.34,20.91,1.94,-0.033866351766529745
LIB-04280130,Gourmet Cordon Bleu 1L,Value-added Meats,Finlar Fine Foods,207.42,113.26,45.4,2.835,-0.03385671618140851
LIB-01708034,gourmet couscous 125g,Meal ingredients,Cape Foods,185.73,120.22,35.27,4.099,-0.033843526069867624
LIB-03250439,Gourmet Orange Marmalade 1L,Spreads,Goldcrest,176.67,140.7,20.36,2.396,-0.033842194099679035
LIB-00059946,Everyday Apricot Jam 250g,Spreads,Dickon Hall Foods,202.74,112.24,44.64,3.243,-0.0337698348324863
LIB-01455800,Gourmet Instant Cappuccino 2kg,Beverages,Khoisan Gourmet,216.58,120.34,44.44,2.861,-0.0337698348324863
LIB-01589181,Select Iced Tea Concentrate 250g,Beverages,Khoisan Gourmet,231.59,147.17,36.45,3.301,-0.03376513633364275
LIB-04067768,Everyday Cottage Pie 125g,Convenience Meals,Millennium Foods,196.53,130.53,33.58,3.425,-0.033736654080301354
LIB-03089361,Everyday Balsamic Reduction 1L,Wet condiments,Maille,224.63,112.93,49.73,2.629,-0.03372739055089846
LIB-04361876,ORGANIC CRUMBED CHICKEN SCHNITZEL 500G,Value-added Meats,Finlar Fine Foods,216.72,172.49,20.41,1.292,-0.033702304984244424
LIB-04359866,Everyday Couscous 750ml,Meal ingredients,Cape Foods,180.59,124.7,30.95,3.776,-0.03361186075505063
LIB-01774887,Family Pack Beef Burger Patties 750ml,Value-added Meats,Finlar Fine Foods,207.53,165.31,20.34,1.393,-0.033558289035114264
LIB-01131790,Organic Beef Burger Patties 750g,Value-added Meats,Finlar Fine Foods,197.77,109.16,44.8,3.448,-0.03353198927650858
LIB-02065699,Premium Green Tea 250g,Beverages,Rialto,216.18,127.55,41.0,3.14,-0.03352713063792223
LIB-04192889,Classic Fynbos Honey 250g,Spreads,Bonne Maman,169.65,134.37,20.8,2.838,-0.033509720012112276
LIB-00587431,Premium Apricot Jam 125g,Spreads,Dickon Hall Foods,201.33,156.62,22.21,2.2,-0.03345290910454979
LIB-00661414,TRADITIONAL BALSAMIC REDUCTION 500ML,Wet condiments,Maille,195.34,140.04,28.31,3.007,-0.03345290910454979
LIB-04636143,Everyday Butter Chicken Meal 1L,Convenience Meals,Finlar Fine Foods,195.82,144.78,26.06,2.949,-0.03345290910454979
LIB-01932670,Everyday Cordon Bleu 125g,Value-added Meats,Finlar Fine Foods,200.82,149.54,25.54,2.893,-0.03345290910454979
LIB-03500480,Select Strawberry Preserve 125g,Spreads,Goldcrest,169.6,131.43,22.51,3.754,-0.03345290910454979
LIB-04602431,Select Cordon Bleu 500g,Value-added Meats,Finlar Fine Foods,181.31,143.09,21.08,2.689,-0.03345290910454979
LIB-01853803,Everyday Mac & Cheese Meal 750g,Convenience Meals,Millennium Foods,181.84,141.19,22.35,2.81,-0.03345290910454979
LIB-03761363,Classic Atlantic Sea Salt Grinder 750g,Dry condiments,Cape Foods,169.53,127.66,24.7,4.142,-0.03345290910454979
LIB-04152802,Traditional Instant Cappuccino 1L,Beverages,Chamonix,177.44,129.54,27.0,3.824,-0.03345290910454979
LIB-01585113,Traditional Coconut Milk 750g,Meal ingredients,Montagu Foods,195.23,154.07,21.08,2.272,-0.03345290910454979
LIB-01836417,Gourmet Rooibos Tea 2kg,Meal ingredients,Rialto,280.27,200.56,28.44,2.588,-0.03345290910454979
LIB-00192687,Family Pack Strawberry Preserve 250g,Spreads,Bonne Maman,209.19,156.75,25.07,2.507,-0.03344140805541573
LIB-02707445,Select Fynbos Honey 1kg,Spreads,Bonne Maman,245.87,187.31,23.82,2.367,-0.03344140805541573
LIB-02559032,Organic Beef Burger Patties 250ml,Value-added Meats,Finlar Fine Foods,273.33,186.63,31.72,2.585,-0.033404228815263615
LIB-04937149,Gourmet Orange Marmalade 750g,Spreads,Cape Coastal Honey,185.74,130.3,29.85,3.412,-0.033404228815263615
LIB-02976893,Select Orange Marmalade 250ml,Spreads,Goldcrest,201.06,141.37,29.69,2.849,-0.033404228815263615
LIB-02247642,Premium Pepper Sauce 125g,Wet condiments,Kikkoman,208.87,107.17,48.69,2.87,-0.033370600341082524
LIB-04510657,Classic Green Tea 400g,Beverages,Rialto,200.39,108.32,45.95,3.12,-0.03335910060979286
LIB-01061783,Classic Fynbos Honey 750g,Spreads,Dickon Hall Foods,186.73,99.45,46.74,3.894,-0.03335910060979286
LIB-04744700,Classic Fynbos Honey 125g,Spreads,Goldcrest,189.89,103.03,45.74,3.562,-0.03335910060979286
LIB-01459112,Premium Strawberry Preserve 400g,Spreads,Bonne Maman,250.88,127.78,49.07,2.428,-0.033342133724719614
LIB-04082375,Classic Instant Cappuccino 400g,Beverages,Khoisan Gourmet,203.25,112.54,44.63,3.154,-0.03328377775501079
LIB-03576914,Everyday Cordon Bleu 250ml,Value-added Meats,Finlar Fine Foods,207.52,116.7,43.76,2.951,-0.03328377775501079
LIB-04852070,Classic Pasta Shells 750g,Meal ingredients,Cape Foods,212.51,136.52,35.76,3.343,-0.03325061944487584
LIB-00345277,Classic Crumbed Chicken Schnitzel 750ml,Value-added Meats,Finlar Fine Foods,278.17,177.76,36.1,2.8,-0.03307779849190673
LIB-02201173,Gourmet Iced Tea Concentrate 1L,Beverages,Khoisan Gourmet,201.96,121.05,40.06,3.405,-0.03304123771524459
LIB-01634601,Classic Chocolate Spread 1L,Spreads,Bonne Maman,214.41,126.5,41.0,3.314,-0.03304123771524459
LIB-00534946,Premium Iced Tea Concentrate 1kg,Beverages,Chamonix,256.72,159.71,37.79,2.656,-0.03302728947569922
LIB-00520482,Organic Tomato Paste 500ml,Meal ingredients,Goldcrest,175.21,119.21,31.96,4.951,-0.03302516931879329
LIB-00382056,Gourmet Couscous 250ml,Meal ingredients,Montagu Foods,192.17,101.72,47.07,3.736,-0.032974041232586626
LIB-04332706,Family Pack Green Tea 125g,Dry condiments,Khoisan Gourmet,193.16,104.81,45.74,3.358,-0.032974041232586626
LIB-04570830,Everyday Chicken Nuggets 750ml,Value-added Meats,Finlar Fine Foods,256.37,183.87,28.28,2.552,-0.032967066382161625
LIB-04650736,Everyday Rooibos Tea 1kg,Dry condiments,Khoisan Gourmet,177.36,129.22,27.14,3.678,-0.032967066382161625
